"","dates","Days","EVI","Cases","Index","pvs","pvn","lag_all","c_all","se_all","sp_all","name"
"31561",18283,1,NA,0,NA,NA,NA,7,0.01,NA,NA,"France"
"31562",18284,2,NA,0,NA,NA,NA,7,0.01,NA,NA,"France"
"31563",18285,3,Inf,0.666666666666667,1,NA,NA,7,0.01,NA,NA,"France"
"31564",18286,4,0.0661701318269987,0.75,1,NA,NA,7,0.01,NA,NA,"France"
"31565",18287,5,-0.0934829312824337,0.6,0,NA,NA,7,0.01,NA,NA,"France"
"31566",18288,6,-0.0993036875932083,0.5,0,NA,NA,7,0.01,NA,NA,"France"
"31567",18289,7,-0.0711694999608963,0.571428571428571,0,NA,NA,7,0.01,NA,NA,"France"
"31568",18290,8,-0.182652200572297,0.714285714285714,0,NA,NA,7,0.01,NA,NA,"France"
"31569",18291,9,-0.64272047857631,0.714285714285714,0,NA,NA,7,0.01,NA,NA,"France"
"31570",18292,10,0.332135782756534,0.428571428571429,0,NA,NA,7,0.01,NA,NA,"France"
"31571",18293,11,-0.00373646841511494,0.428571428571429,0,NA,NA,7,0.01,NA,NA,"France"
"31572",18294,12,0.0734545212622828,0.428571428571429,0,NA,NA,7,0.01,NA,NA,"France"
"31573",18295,13,0.0494995356656044,0.428571428571429,0,NA,NA,7,0.01,NA,NA,"France"
"31574",18296,14,0.192079121358539,0.285714285714286,0,NA,NA,7,0.01,NA,NA,"France"
"31575",18297,15,0.0715167512214395,0.142857142857143,0,NA,1,7,0.01,0,1,"France"
"31576",18298,16,-0.217118638741187,0.142857142857143,0,NA,1,7,0.01,0,1,"France"
"31577",18299,17,0.0513149660756936,0.142857142857143,0,NA,1,7,0.01,0,1,"France"
"31578",18300,18,0.496026483086191,0.714285714285714,1,NA,1,7,0.01,0,1,"France"
"31579",18301,19,0.211645619140753,0.714285714285714,1,NA,1,7,0.01,0,1,"France"
"31580",18302,20,0.122884484360431,0.714285714285714,1,NA,1,7,0.01,0,1,"France"
"31581",18303,21,0.0504514628777805,0.714285714285714,1,NA,1,7,0.01,0,1,"France"
"31582",18304,22,-0.0871290708247231,0.714285714285714,0,NA,0.933333333333333,7,0.01,0,1,"France"
"31583",18305,23,-0.225403330758517,0.714285714285714,0,NA,0.875,7,0.01,0,1,"France"
"31584",18306,24,-1,0.714285714285714,0,NA,0.823529411764706,7,0.01,0,1,"France"
"31585",18307,25,Inf,0.142857142857143,0,1,0.823529411764706,7,0.01,0.25,1,"France"
"31586",18308,26,0.290994448735805,0.142857142857143,0,1,0.823529411764706,7,0.01,0.4,1,"France"
"31587",18309,27,0.0954451150103322,0.142857142857143,0,1,0.833333333333333,7,0.13,0.4,1,"France"
"31588",18310,28,0,0.142857142857143,0,1,0.842105263157895,7,0.13,0.4,1,"France"
"31589",18311,29,-0.0871290708247231,0.142857142857143,0,1,0.85,7,0.13,0.4,1,"France"
"31590",18312,30,-0.225403330758517,0.142857142857143,0,1,0.857142857142857,7,0.13,0.4,1,"France"
"31591",18313,31,-1,0.142857142857143,0,1,0.863636363636364,7,0.13,0.4,1,"France"
"31592",18314,32,Inf,0,0,1,0.869565217391304,7,0.13,0.4,1,"France"
"31593",18315,33,0.290994448735806,0,0,1,0.875,7,0.13,0.4,1,"France"
"31594",18316,34,0.0954451150103322,0,0,1,0.88,7,0.13,0.4,1,"France"
"31595",18317,35,0.414213562373095,0.285714285714286,1,1,0.884615384615385,7,0.13,0.4,1,"France"
"31596",18318,36,1.84312035153866,0.857142857142857,1,1,0.888888888888889,7,0.13,0.4,1,"France"
